"created_on","provincia","partido","rooms","surface_total","surface_covered","price","currency","title","property_type","operation_type","lat","long"
"202006","GBA","Vicente López",8,405,350,464000,"USD","venta en zona residencial de vicente lopez 4 dorms y pileta","Casa","Venta",-58.4708977,-34.5325066
"202006","GBA","San Isidro",6,360,360,1300000,"USD","Residencia Casa en venta en Martinez, San Isidro","Casa","Venta",-58.4892943,-34.4923845
"202006","GBA","San Miguel",6,423,423,796000,"USD","Casa - Bella Vista","Casa","Venta",-58.7042478,-34.5851843
"202006","GBA","Escobar",9,1400,300,350000,"USD","Casa muy calida en venta en Miraflores Country Club 6 dorms y piscina","Casa","Venta",-58.7317317,-34.4527863
"202006","GBA","Escobar",9,1400,300,350000,"USD","Casa en venta en Miraflores Country Club pileta y 6 dorms grandes","Casa","Venta",-58.7317317,-34.4527863
"202005","CABA","Comuna 15",2,42,42,99001,"USD","Depto.tipo casa de 2 ambientes en Venta en Villa crespo","PH","Venta",-58.4517894,-34.6043868
"202005","CABA","Comuna 3",2,39,35,75000,"USD","Departamento de 2 ambientes en Venta en Almagro","Departamento","Venta",-58.4141471005,-34.6117285268
"202005","CABA","Comuna 5",2,46,42,169533,"USD","Departamento de 2 ambientes en Venta en Almagro","Departamento","Venta",-58.41797,-34.60381
"202005","CABA","Comuna 5",2,117,51,272520,"USD","Departamento de 2 ambientes en Venta en Almagro","Departamento","Venta",-58.4183102,-34.6033231
"202005","CABA","Comuna 5",2,42,35,158630,"USD","Departamento de 2 ambientes en Venta en Almagro","Departamento","Venta",-58.41797,-34.60381
"202005","CABA","Comuna 5",2,40,40,89000,"USD","Departamento de 2 ambientes en Venta en Almagro","Departamento","Venta",-58.4211246334,-34.6022753137
"202005","CABA","Comuna 14",2,54,50,28000,"ARS","CHARCAS 4700","Departamento","Alquiler",-58.4264318,-34.5810621
"202005","CABA","Comuna 14",2,33,33,98001,"USD","Departamento de 2 ambientes en Venta en Palermo soho","Departamento","Venta",-58.4346224,-34.5901743
"202005","CABA","Comuna 14",2,37,37,25000,"ARS","CHARCAS 4700","Departamento","Alquiler",-58.4264318,-34.5810621
"202005","CABA","Comuna 2",2,48,45,130001,"USD","Departamento de 2 ambientes en Venta en Palermo","Departamento","Venta",-58.4150855,-34.5962803
"202005","CABA","Comuna 2",2,42,40,122001,"USD","Departamento de 2 ambientes en Venta en Palermo","Departamento","Venta",-58.4133198,-34.598972
"202005","CABA","Comuna 14",2,48,43,170801,"USD","Departamento de 2 ambientes en Venta en Palermo","Departamento","Venta",-58.4201224,-34.5880071
"202005","CABA","Comuna 14",2,45,45,28000,"ARS","BORGES JORGE LUIS 1800","Departamento","Alquiler",-58.427502,-34.586891
"202005","CABA","Comuna 14",2,37,33,90001,"USD","Departamento de 2 ambientes en Venta en Palermo","Departamento","Venta",-58.4430006,-34.5849069
"202005","CABA","Comuna 3",2,42,42,97000,"USD","Departamento de 2 ambientes en Venta en Congreso","Departamento","Venta",-58.395567,-34.609836
"202005","CABA","Comuna 15",2,42,42,99000,"USD","Departamento de 2 ambientes en Venta en Paternal","Departamento","Venta",-58.4517894,-34.6043868
"202005","CABA","Comuna 14",2,59,54,195000,"USD","Departamento de 2 ambientes en Venta en Barrio norte","Departamento","Venta",-58.4224567078,-34.5895017991
"202005","CABA","Comuna 15",2,68,46,219941,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4408726,-34.5977603
"202005","CABA","Comuna 15",2,33,33,108141,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4408726,-34.5977603
"202005","CABA","Comuna 15",2,38,35,97001,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4454984,-34.5972556
"202005","CABA","Comuna 15",2,49,46,164000,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4408726,-34.5977603
"202005","CABA","Comuna 15",2,39,36,106948,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4454984,-34.5972556
"202005","CABA","Comuna 15",2,42,42,99000,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4517894,-34.6043868
"202005","CABA","Comuna 14",2,100,70,165001,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4389061,-34.5904992
"202005","CABA","Comuna 15",2,35,35,85000,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4433974189,-34.6006828524
"202005","CABA","Comuna 15",2,57,39,165672,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4408726,-34.5977603
"202005","CABA","Comuna 15",2,56,38,177136,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4408726,-34.5977603
"202005","CABA","Comuna 15",2,39,36,105948,"USD","Departamento de 2 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4454984,-34.5972556
"202005","CABA","Comuna 12",2,45,40,129000,"USD","Departamento de 2 ambientes en Venta en Villa urquiza","Departamento","Venta",-58.484648,-34.571432
"202005","CABA","Comuna 6",2,45,43,108900,"USD","Departamento de 2 ambientes en Venta en Parque centenario","Departamento","Venta",-58.43469,-34.60896
"202005","CABA","Comuna 9",3,200,120,220000,"USD","Hermoso ph de tres ambientes","PH","Venta",-58.5148873,-34.6402083
"202005","CABA","Comuna 14",3,53,53,165001,"USD","Depto.tipo casa de 3 ambientes en Venta en Palermo","PH","Venta",-58.428191,-34.5932627
"202005","CABA","Comuna 14",3,79,79,278000,"USD","Depto.tipo casa de 3 ambientes en Venta en Palermo hollywood","PH","Venta",-58.438606918,-34.5847684467
"202005","CABA","Comuna 5",3,124,124,215000,"USD","Depto.tipo casa de 3 ambientes en Venta en Balvanera","PH","Venta",-58.41561,-34.60845
"202005","GBA","San Isidro",3,95,95,240000,"USD","CASA 3 amb c/garage! EN VENTA! EN VILLA ADELINA!!","PH","Venta",-58.5614315,-34.5223769
"202005","CABA","Comuna 15",3,215,95,199000,"USD","Depto.tipo casa de 3 ambientes en Venta en Parque centenario","PH","Venta",-58.4363525584,-34.6039149837
"202005","GBA","San Isidro",3,95,95,240000,"USD","CASA 3 amb c/garage! EN VENTA! EN VILLA ADELINA!!","Casa","Venta",-58.5614315,-34.5223769
"202005","CABA","Comuna 3",3,71,66,116000,"USD","Departamento de 3 ambientes en Venta en Once","Departamento","Venta",-58.4145903,-34.6104156
"202005","CABA","Comuna 14",3,64,60,25000,"ARS","Departamento de 3 ambientes en Alquiler en Almagro","Departamento","Alquiler",-58.4236267177,-34.59680321
"202005","CABA","Comuna 2",3,64,60,139000,"USD","Departamento de 3 ambientes en Venta en Almagro","Departamento","Venta",-58.4121976,-34.5991237
"202005","CABA","Comuna 5",3,160,80,230001,"USD","Departamento de 3 ambientes en Venta en Almagro","Departamento","Venta",-58.4193994,-34.6033217
"202005","CABA","Comuna 5",3,96,89,189000,"USD","Departamento de 3 ambientes en Venta en Almagro","Departamento","Venta",-58.4298855,-34.606022
"202005","CABA","Comuna 5",3,55,45,94000,"USD","Departamento de 3 ambientes en Venta en Almagro","Departamento","Venta",-58.4303447543,-34.6016938057
"202005","CABA","Comuna 5",3,100,100,165000,"USD","Departamento de 3 ambientes en Venta en Almagro","Departamento","Venta",-58.4299968,-34.6020978
"202005","CABA","Comuna 3",3,76,76,199501,"USD","Departamento de 3 ambientes en Venta en Almagro","Departamento","Venta",-58.3942158,-34.6081775
"202005","CABA","Comuna 14",3,68,64,25000,"ARS","Departamento de 3 ambientes en Alquiler en Palermo","Departamento","Alquiler",-58.420074,-34.583762
"202005","CABA","Comuna 14",3,68,64,25000,"ARS","Departamento de 3 ambientes en Alquiler en Palermo soho","Departamento","Alquiler",-58.420074,-34.583762
"202005","CABA","Comuna 14",3,81,81,264500,"USD","Departamento de 3 ambientes en Venta en Palermo","Departamento","Venta",-58.4180951146,-34.5843203771
"202005","CABA","Comuna 14",3,68,64,25000,"ARS","Departamento de 3 ambientes en Alquiler en Palermo chico","Departamento","Alquiler",-58.420074,-34.583762
"202005","CABA","Comuna 14",3,56,52,149000,"USD","Departamento de 3 ambientes en Venta en Palermo","Departamento","Venta",-58.42222,-34.59137
"202005","CABA","Comuna 14",3,86,75,199000,"USD","Departamento de 3 ambientes en Venta en Palermo","Departamento","Venta",-58.4323658304,-34.5940795843
"202005","CABA","Comuna 2",3,75,75,310000,"USD","Departamento de 3 ambientes en Venta en Recoleta","Departamento","Venta",-58.3942981821,-34.5857186536
"202005","CABA","Comuna 15",3,66,56,158501,"USD","Departamento de 3 ambientes en Venta en Caballito","Departamento","Venta",-58.4449345,-34.6077564
"202005","CABA","Comuna 15",3,92,64,240001,"USD","Departamento de 3 ambientes en Venta en Chacarita","Departamento","Venta",-58.4493062,-34.5900555
"202005","GBA","Hurlingham",3,55,45,13500,"ARS","Departamento tipo PH 3 ambientes con balcón muy buen estado recién pintado","Departamento","Alquiler",-58.6538273,-34.5915717
"202005","GBA","San Fernando",3,138,138,46000,"ARS","ALQUILER $46.000 mas gastos sin muebles QUARTIER LOMAS de la HORQUETA en PB con TERRAZA!! 138 m2 3 amb. cochera y baulera","Departamento","Alquiler",-58.589128,-34.4824138
"202005","CABA","Comuna 14",3,82,65,325001,"USD","Departamento de 3 ambientes en Venta en Barrio norte","Departamento","Venta",-58.4198356,-34.5905277
"202005","CABA","Comuna 15",3,71,58,263329,"USD","Departamento de 3 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4408726,-34.5977603
"202005","CABA","Comuna 14",3,86,75,199000,"USD","Departamento de 3 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4323658304,-34.5940795843
"202005","CABA","Comuna 15",3,74,70,166600,"USD","Departamento de 3 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4317502707,-34.5964570035
"202005","CABA","Comuna 15",4,118,118,255000,"USD","Depto.tipo casa de 4 ambientes en Venta en Almagro","PH","Venta",-58.4382504193,-34.6008577036
"202005","CABA","Comuna 14",4,120,120,330001,"USD","Depto.tipo casa de 4 ambientes en Venta en Recoleta","PH","Venta",-58.4165046,-34.5949064
"202005","CABA","Comuna 15",4,118,118,255000,"USD","Depto.tipo casa de 4 ambientes en Venta en Villa crespo","PH","Venta",-58.4382504193,-34.6008577036
"202005","CABA","Comuna 15",4,118,118,255000,"USD","Depto.tipo casa de 4 ambientes en Venta en Parque centenario","PH","Venta",-58.4382504193,-34.6008577036
"202005","CABA","Comuna 3",4,114,110,185001,"USD","Departamento de 4 ambientes en Venta en Once","Departamento","Venta",-58.3998396,-34.6062041
"202005","CABA","Comuna 1",4,163,140,580000,"USD","Departamento de 4 ambientes en Venta en Retiro","Departamento","Venta",-58.3829552,-34.5900076
"202005","CABA","Comuna 15",4,154,150,300000,"USD","Departamento de 4 ambientes en Venta en Almagro","Departamento","Venta",-58.4343186,-34.6032414
"202005","CABA","Comuna 5",4,100,100,165000,"USD","Departamento de 4 ambientes en Venta en Almagro","Departamento","Venta",-58.4299968,-34.6020978
"202005","CABA","Comuna 5",4,102,94,280000,"USD","Departamento de 4 ambientes en Venta en Almagro","Departamento","Venta",-58.4298434,-34.6010941
"202005","CABA","Comuna 5",4,78,70,184000,"USD","Departamento de 4 ambientes en Venta en Almagro","Departamento","Venta",-58.4301434,-34.6013644
"202005","CABA","Comuna 2",4,99,95,198000,"USD","Departamento de 4 ambientes en Venta en Almagro","Departamento","Venta",-58.4158336,-34.5979343
"202005","CABA","Comuna 5",4,95,85,283000,"USD","Departamento de 4 ambientes en Venta en Almagro","Departamento","Venta",-58.4141688,-34.6041798
"202005","CABA","Comuna 5",4,90,80,224000,"USD","Departamento de 4 ambientes en Venta en Almagro norte","Departamento","Venta",-58.4181191,-34.6029114
"202005","CABA","Comuna 5",4,124,124,215000,"USD","Departamento de 4 ambientes en Venta en Almagro","Departamento","Venta",-58.4156843,-34.6082286
"202005","CABA","Comuna 5",4,101,101,230001,"USD","Departamento de 4 ambientes en Venta en Almagro","Departamento","Venta",-58.4298376,-34.6008945
"202005","CABA","Comuna 2",4,78,75,199000,"USD","Departamento de 4 ambientes en Venta en Palermo","Departamento","Venta",-58.4147214455,-34.5976964951
"202005","CABA","Comuna 6",4,193,164,449000,"USD","Departamento de 4 ambientes en Venta en Caballito","Departamento","Venta",-58.43371,-34.6088
"202005","CABA","Comuna 15",4,123,110,472571,"USD","Departamento de 4 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4408726,-34.5977603
"202005","CABA","Comuna 5",4,100,100,165000,"USD","Departamento de 4 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4299968,-34.6020978
"202005","CABA","Comuna 15",4,184,162,681721,"USD","Departamento de 4 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4408726,-34.5977603
"202005","CABA","Comuna 15",4,123,110,457329,"USD","Departamento de 4 ambientes en Venta en Villa crespo","Departamento","Venta",-58.4408726,-34.5977603
"202005","CABA","Comuna 5",4,102,94,280001,"USD","Departamento de 4 ambientes en Venta en Parque centenario","Departamento","Venta",-58.4298434,-34.6010941
"202005","CABA","Comuna 5",4,100,100,165000,"USD","Departamento de 4 ambientes en Venta en Parque centenario","Departamento","Venta",-58.4299968,-34.6020978
"202005","CABA","Comuna 5",4,101,101,230001,"USD","Departamento de 4 ambientes en Venta en Parque centenario","Departamento","Venta",-58.4298191,-34.6009364
"202005","CABA","Comuna 3",5,130,130,345001,"USD","Depto.tipo casa de 5 ambientes en Venta en Boedo","PH","Venta",-58.4075762,-34.6195575
"202005","CABA","Comuna 3",5,130,130,345001,"USD","Depto.tipo casa de 5 ambientes en Venta en Balvanera","PH","Venta",-58.4075762,-34.6195575
"202005","CABA","Comuna 15",5,149,149,260001,"USD","Depto.tipo casa de 5 ambientes en Venta en Villa crespo","PH","Venta",-58.4439422,-34.6020458
"202005","CABA","Comuna 12",5,120,120,255000,"USD","Depto.tipo casa de 5 ambientes en Venta en Villa ortuzar","PH","Venta",-58.4747932,-34.5773675
"202005","CABA","Comuna 12",5,120,120,255001,"USD","Depto.tipo casa de 5 ambientes en Venta en Villa urquiza","PH","Venta",-58.4747932,-34.5773675
"202005","CABA","Comuna 5",5,124,105,500175,"USD","Departamento de 5 ambientes en Venta en Almagro","Departamento","Venta",-58.4183102,-34.6033231
"202005","CABA","Comuna 5",6,160,160,265001,"USD","Depto.tipo casa de 6 ambientes en Venta en Almagro","PH","Venta",-58.4155553,-34.617826
"202005","CABA","Comuna 2",7,221,200,150001,"ARS","Depto.tipo casa de 7 ambientes en Alquiler en Barrio norte","PH","Alquiler",-58.403327,-34.5988286
"202005","CABA","Comuna 14",8,190,190,385000,"USD","Depto.tipo casa de 8 ambientes en Venta en Almagro","PH","Venta",-58.4239058721,-34.5989564606
"202005","CABA","Comuna 14",8,240,240,575000,"USD","Depto.tipo casa de 8 ambientes en Venta en Palermo","PH","Venta",-58.432348,-34.589956
"202005","CABA","Comuna 10",1,30,30,10000,"ARS","Alquiler monoambiente en Rivadavia 9000 - Floresta.","Departamento","Alquiler",-58.4948858,-34.6368772
"202005","CABA","Comuna 2",1,35,35,25000,"ARS","Excelente monoambiente de 35 m² con patio y entrepiso en Recoleta","Departamento","Alquiler",-58.3903586,-34.5913012
"202005","CABA","Comuna 10",1,44,39,85000,"USD","MONOAMBIENTE DIVIDIDO 44M2 CON BALCON PISO ALTO MUY LUMINOSO","Departamento","Venta",-58.4909164,-34.6361782
"202005","CABA","Comuna 14",2,83,80,199000,"USD","PH - Palermo Soho","PH","Venta",-58.4333784,-34.5907103
"202005","GBA","Hurlingham",2,60,60,130000,"USD","Casa - Barrio Parque Leloir","Casa","Venta",-58.6895467,-34.5978404
"202005","GBA","Merlo",2,35,35,13000,"ARS","Departamento 2 amb - Merlo Sur - A estrenar","Departamento","Alquiler",-58.71842,-34.6797777
"202005","GBA","Merlo",2,40,40,12000,"ARS","Departamento - Merlo Norte - tipo PH - patio - amplio -alquiler - depto - merlo","Departamento","Alquiler",-58.725514,-34.65944
"202005","GBA","Pilar",2,60,60,17000,"ARS","Departamento - Alto del Molino","Departamento","Alquiler",-58.841476,-34.4321318
"202005","GBA","Tigre",2,65,58,132000,"USD","Domus Delta: Office &amp; Home el placer inspirado por la naturaleza con vistas al Rio Lujan. Consultar","Departamento","Venta",-58.5786152,-34.4180444
"202005","CABA","Comuna 1",2,30,30,16000,"ARS","Departamento - Retiro","Departamento","Alquiler",-58.377583,-34.5977045
"202005","CABA","Comuna 5",2,31,31,105000,"USD","Departamento - Almagro","Departamento","Venta",-58.4252419,-34.6002434
"202005","CABA","Comuna 12",2,54,54,183000,"USD","DUPLEX 2 AMB BALCÓN TERRAZA, PARRILLA Y LAVADERO","Departamento","Venta",-58.4729628,-34.5587933
"202005","CABA","Comuna 14",2,67,52,270000,"USD","Palermo - 3 Ambientes cochera - Juncal 4500 - Amoblado - Amenities","Departamento","Venta",-58.4002472,-34.5796724
"202005","CABA","Comuna 14",2,45,39,47000,"ARS","2 AMB piso alto a estrenar QUARTIER Dorrego- Amenabar 30 - Palermo Hollywood","Departamento","Alquiler",-58.4390069079,-34.5774025348
"202005","CABA","Comuna 14",2,49,41,35000,"ARS","Excelente 2 amb a estrenar, con balcón al frente. Suite con vestidor","Departamento","Alquiler",-58.4336907021,-34.5706354571
"202005","CABA","Comuna 13",2,36,36,123000,"USD","Departamento - Belgrano","Departamento","Venta",-58.4541209,-34.5648158
"202005","GBA","La Plata",2,50,46,14000,"ARS","Departamento - La Plata","Departamento","Alquiler",-57.9554539751,-34.9258960286
"202005","GBA","La Plata",2,45,45,14000,"ARS","Departamento - La Plata","Departamento","Alquiler",-57.9391246867,-34.9149348579
"202005","CABA","Comuna 2",2,31,31,20000,"ARS","Departamento - Recoleta","Departamento","Alquiler",-58.3945796,-34.5913654
"202005","GBA","La Matanza",2,40,37,72000,"USD","Departamento - Villa Luzuriaga","Departamento","Venta",-58.578758,-34.6675295
"202005","CABA","Comuna 12",2,60,47,180000,"USD","Departamento - Villa Urquiza","Departamento","Venta",-58.4914578,-34.5705179
"202005","CABA","Comuna 3",3,65,65,24000,"ARS","alquiler ph tres ambientes Boedo","PH","Alquiler",-58.409385,-34.6274863
"202005","GBA","Merlo",3,80,80,21000,"ARS","PH 3 AMB - Merlo Sur - A ESTRENAR $21000 IMP","PH","Alquiler",-58.71842,-34.6797777
"202005","GBA","San Isidro",3,180,90,220000,"USD","PH CON TERRAZA Y PARRILLA PROPIA - Acassuso","PH","Venta",-58.496585,-34.4752712
"202005","GBA","Ezeiza",3,65,65,110000,"USD","Casa - Laguna Azul","Casa","Venta",-58.5566784,-34.8808693
"202005","GBA","Ezeiza",3,65,65,25000,"ARS","Casa - Laguna Azul","Casa","Alquiler",-58.5566784,-34.8808693
"202005","GBA","San Isidro",3,134,110,395000,"USD","Casa - S.Isi.-Libert./Lasalle","Casa","Venta",-58.5167915,-34.4578816
"202005","GBA","Almirante Brown",3,280,280,150000,"USD","Casa - Burzaco","Casa","Venta",-58.3821573,-34.8185136
"202005","GBA","Almirante Brown",3,185,185,115000,"USD","Casa - Burzaco","Casa","Venta",-58.3829869,-34.835326
"202005","GBA","Almirante Brown",3,62,62,95000,"USD","Casa - Burzaco","Casa","Venta",-58.3927127,-34.831395
"202005","GBA","Almirante Brown",3,163,163,160000,"USD","Casa - Burzaco","Casa","Venta",-58.4025627,-34.8273056
"202005","GBA","Presidente Perón",3,125,125,180000,"USD","Casa - Guernica","Casa","Venta",-58.3721246,-34.9087727
"202005","GBA","Tigre",3,98,71,28000,"ARS","Departamento - QBAY GOLF","Departamento","Alquiler",-58.6325064,-34.409058
"202005","GBA","Tigre",3,83,63,25000,"ARS","Departamento - Lago del Sendero","Departamento","Alquiler",-58.6528774,-34.4022441
"202005","GBA","Tigre",3,75,75,25000,"ARS","Departamento - Tigre","Departamento","Alquiler",-58.5651153,-34.4293946
"202005","CABA","Comuna 12",3,73,73,278000,"USD","DUPLEX 3 AMB C/ BALCON TERRAZA PARRILLA Y COCHERA","Departamento","Venta",-58.4729628,-34.5587933
"202005","GBA","Escobar",3,87,87,29000,"ARS","Excelente departamento en alquiler en Condominio Tortugas I","Departamento","Alquiler",-58.740893492,-34.4441726924
"202005","CABA","Comuna 14",3,150,150,920000,"USD","Torres de Gelly Salguero 3 Amb 150 m² C/coch. Full Amenities - Palermo Chico (Zona Alcorta)","Departamento","Venta",-58.4053123,-34.5770002
"202005","CABA","Comuna 13",3,120,100,850000,"USD","Forum Alcorta | Castañeda al 2000. Departamento de 3 ambientes con cochera.","Departamento","Venta",-58.4381040559,-34.5522324294
"202005","GBA","La Plata",3,50,44,65000,"USD","Departamento venta 1 dormitorio al contra-frente y 50 mts 2 - La Plata","Departamento","Venta",-57.9410344195,-34.9231338812
"202005","GBA","La Plata",3,78,70,149000,"USD","Departamento - La Plata","Departamento","Venta",-57.9614704,-34.9255342
"202005","CABA","Comuna 13",3,89,81,315000,"USD","Excelente 3 Amb construcción - San Isidro Labrador 4300 - Saaverdra","Departamento","Venta",-58.4743409,-34.5424622
"202005","GBA","La Matanza",3,50,47,98000,"USD","Departamento - Ramos Mejia Norte","Departamento","Venta",-58.5565519,-34.6415156
"202005","GBA","San Fernando",3,118,103,232000,"USD","Departamento - Punta Chica","Departamento","Venta",-58.540834,-34.447371
"202005","CABA","Comuna 1",3,64,60,70000,"USD","Departamento de 3 amb en venta o alquiler- Constitución","Departamento","Venta",-58.3842912,-34.6265147
"202005","CABA","Comuna 1",3,80,70,43000,"ARS","ALQUILER 3 AMBIENTES PUERTO MADERO, AMOBLADO","Departamento","Alquiler",-58.3620692,-34.6161184
"202005","GBA","Vicente López",3,103,89,520000,"USD","Departamento - Vicente López","Departamento","Venta",-58.4736715,-34.5171909
"202005","GBA","Vicente López",3,53,50,165000,"USD","Oportunidad! Florida 3 amb c/ coch a mts de Av Maipu  - Florida Mitre/Este","Departamento","Venta",-58.4799251,-34.5336848
"202005","GBA","Almirante Brown",3,60,60,120000,"USD","Departamento - Burzaco","Departamento","Venta",-58.3920822,-34.8246209
"202005","CABA","Comuna 11",4,164,105,33000,"ARS","PH - Villa del Parque","PH","Alquiler",-58.4807933,-34.6040325
"202005","GBA","Tigre",4,200,180,70000,"ARS","Alquiler Casa 4 amb Santa Barbara","Casa","Alquiler",-58.6598931,-34.4291746
"202005","GBA","Tigre",4,185,184,415000,"USD","Venta Casa de 3 dormitorios y dependencias al lago. Barrio San Rafael, Villanueva","Casa","Venta",-58.6975293021,-34.3752048964
"202005","GBA","Tigre",4,200,180,70000,"ARS","Alquiler- Casa 4 amb Santa Barbara","Casa","Alquiler",-58.6320410416,-34.4475262816
"202005","GBA","Tigre",4,185,184,415000,"USD","Venta Casa de 3 dormitorios y dependencias al lago. Barrio San Rafael, Villa nueva","Casa","Venta",-58.6975293021,-34.3752048964
"202005","GBA","Escobar",4,240,180,258000,"USD","Casa - San Matias","Casa","Venta",-58.7509581,-34.3611249
"202005","GBA","San Fernando",4,117,117,332000,"USD","CASA EN VICTORIA PUNTA CHICA CONDOMINIO CERRADO","Casa","Venta",-58.536416,-34.4512764
"202005","GBA","Almirante Brown",4,154,154,130000,"USD","Casa - Burzaco","Casa","Venta",-58.3857938,-34.8224048
"202005","GBA","Almirante Brown",4,280,280,220000,"USD","Casa - Burzaco","Casa","Venta",-58.3708687,-34.8334828
"202005","GBA","Almirante Brown",4,120,120,127000,"USD","Casa - Longchamps","Casa","Venta",-58.383765,-34.8546445
"202005","GBA","Almirante Brown",4,95,95,85000,"USD","Casa - Burzaco","Casa","Venta",-58.3839129,-34.8177738
"202005","GBA","Almirante Brown",4,125,125,85000,"USD","Casa - Burzaco","Casa","Venta",-58.3773495,-34.8209443
"202005","GBA","Almirante Brown",4,121,121,120000,"USD","Casa - Burzaco","Casa","Venta",-58.3722456,-34.8295873
"202005","GBA","Almirante Brown",4,150,150,190000,"USD","Casa - Burzaco","Casa","Venta",-58.3806193,-34.8494304
"202005","GBA","Almirante Brown",4,168,168,130000,"USD","Casa - Claypole","Casa","Venta",-58.3442509,-34.8024946
"202005","GBA","Almirante Brown",4,122,122,175000,"USD","Casa - Burzaco","Casa","Venta",-58.3914439,-34.8194985
"202005","GBA","Almirante Brown",4,129,129,80000,"USD","Casa - Burzaco","Casa","Venta",-58.3773673,-34.8158734
"202005","GBA","Tigre",4,120,120,55000,"ARS","Alquiler 3 Dormitorios  Excelente  Ubicado en Islas Del Golf Edificio Enyoi.","Departamento","Alquiler",-58.6353898696,-34.4091062767
"202005","CABA","Comuna 5",4,101,89,249000,"USD","ALMAGRO | Colombres al 100. Semi piso de 4 ambientes al frente.","Departamento","Venta",-58.4186444,-34.6139813
"202005","CABA","Comuna 14",4,130,121,590000,"USD","A Estrenar Avenida Coronel Diaz y Avenida Las Heras 130 m2 4 Ambientes con Dependencia y Cochera Amenities","Departamento","Venta",-58.4062846,-34.5835278
"202005","CABA","Comuna 14",4,134,134,380000,"USD","Teodoro Garcia 2400- 4 amb c/dep!Cochera y baulera!Muy lum!","Departamento","Venta",-58.4459551,-34.5701637
"202005","CABA","Comuna 13",4,89,85,420000,"USD","BELGRANO I Arcos al 1700. Departamento de 4 ambientes con cochera.","Departamento","Venta",-58.4510953,-34.5639716
"202005","GBA","La Plata",4,80,75,16000,"ARS","Departamento - La Plata","Departamento","Alquiler",-57.9572496979,-34.9142991911
"202005","CABA","Comuna 14",4,102,99,49000,"ARS","Alquiler temporario, 4 ambientes en Recoleta","Departamento","Alquiler",-58.4019918,-34.5830186
"202005","CABA","Comuna 13",4,127,113,469000,"USD","Excelente 4 amb de pozo - San Isidro Labrador 4300 - Saavedra - Capital Federal","Departamento","Venta",-58.4743409,-34.5424622
"202005","CABA","Comuna 6",4,103,103,179000,"USD","Departamento - Caballito","Departamento","Venta",-58.4379165,-34.622286
"202005","GBA","Pilar",5,1000,179,289000,"USD","Casa en venta en Barrio Sausalito, Pilar.","Casa","Venta",-58.8850850904,-34.472558778
"202005","GBA","Pilar",5,1000,179,45000,"ARS","Casa en alquiler en Barrio Sausalito, Pilar.","Casa","Alquiler",-58.8869733656,-34.4707897944
"202005","GBA","Quilmes",5,525,525,750000,"USD","Venta espectacular casa 5 amb c/ jardín quincho parrilla dependencias 2 garages Quilmes Oeste","Casa","Venta",-58.2657768,-34.7226337
"202005","GBA","Almirante Brown",5,153,153,175000,"USD","Casa - Burzaco","Casa","Venta",-58.3894542,-34.8328031
"202005","GBA","Almirante Brown",5,170,170,165000,"USD","Casa - Burzaco","Casa","Venta",-58.3933284,-34.8342018
"202005","GBA","La Plata",5,182,170,160000,"USD","4 DORMITORIOS | 47 e/ 12 y 13","Departamento","Venta",-57.9576313868,-34.9182244247
"202005","CABA","Comuna 2",5,283,175,635000,"USD","Barrio Norte | Arenales 2800 | Duplex de 5 ambientes con jardin y cochera.","Departamento","Venta",-58.4051956503,-34.5917009793
"202005","CABA","Comuna 10",6,310,130,1190000,"USD","Casa - Floresta","Casa","Venta",-58.4789763,-34.6302202
"202005","GBA","La Plata",6,168,168,35000,"ARS","Casa - City Bell","Casa","Alquiler",-58.0394,-34.86773
"202005","GBA","Ituzaingó",6,300,300,490000,"USD","Casa - Barrio Parque Leloir","Casa","Venta",-58.7112136,-34.6246269
"202005","GBA","Almirante Brown",6,170,170,150000,"USD","Casa - Burzaco","Casa","Venta",-58.401572,-34.8150024
"202005","GBA","Almirante Brown",6,187,187,175000,"USD","Casa - Longchamps","Casa","Venta",-58.3835876,-34.8616812
"202005","GBA","Tigre",7,392,319,540000,"USD","Casa en construcción -4 dorm en suite- en Los Lagos, Nordelta","Casa","Venta",-58.6705563,-34.3974072
"202005","CABA","Comuna 2",7,458,429,799000,"USD","Departamento - Recoleta","Departamento","Venta",-58.3909637,-34.5949457
